landscape_id,wild_biodiversity,ecological_connectivity,ecosystem_services,climate_resilience,community_nature_reciprocity,abiotic_integrity,anthropogenic_pressure,fne_score,score_label,wild_biodiversity_confidence,ecological_connectivity_confidence,ecosystem_services_confidence,climate_resilience_confidence,community_nature_reciprocity_confidence,abiotic_integrity_confidence,anthropogenic_pressure_confidence,confidence,data_coverage_pct
ls_14606,2.83,1.47,6.01,3.68,2.22,6.02,4.16,3.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14607,2.81,1.63,6.28,5.4,2.01,6.03,3.86,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14608,2.79,1.89,6.67,5.45,1.87,6.05,3.72,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14609,2.77,1.63,6.68,4.74,1.79,6.07,3.54,3.89,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14610,2.86,1.31,5.78,5.54,1.66,6.15,3.6,3.84,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14611,2.88,1.64,5.99,5.61,1.78,6.14,3.7,3.96,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14612,2.78,2.07,7.24,5.6,1.9,6.22,3.28,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14613,2.79,1.71,6.85,5.49,1.81,6.11,3.3,4.01,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14614,2.81,2.34,6.9,5.82,1.8,6.06,3.94,4.24,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14615,2.9,2.1,6.85,5.66,1.76,6.06,4.26,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14616,2.83,2.01,6.86,4.62,1.76,6.04,4.2,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14617,2.79,2.2,6.91,5.7,1.77,6.07,4.02,4.21,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14618,2.84,2.12,6.66,4.98,1.79,6.09,3.94,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14619,2.83,1.73,6.19,4.22,1.68,6.1,3.75,3.79,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14620,2.86,0.77,4.93,3.65,2.41,6.0,4.27,3.56,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14621,2.91,0.73,4.87,2.99,2.6,5.99,4.34,3.49,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14622,2.85,1.04,5.67,3.01,2.12,6.03,3.94,3.52,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14623,2.83,1.09,5.43,3.94,2.02,6.04,4.03,3.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14624,2.89,1.35,6.54,5.88,2.17,6.2,3.61,4.09,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14625,2.87,1.62,6.13,5.13,2.03,6.07,4.01,3.98,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14626,2.8,1.69,6.78,5.6,1.67,6.2,3.48,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14627,2.86,1.78,5.14,4.89,2.51,6.13,4.45,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14628,2.87,1.76,5.19,5.08,2.21,6.13,4.29,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14629,3.92,1.87,5.12,5.56,2.23,6.21,4.47,4.2,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14630,3.88,1.76,5.3,5.5,2.03,6.37,4.21,4.15,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14631,4.56,1.84,5.3,5.47,1.92,6.17,3.97,4.18,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14632,3.92,2.14,5.28,6.16,1.96,6.34,4.36,4.31,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14633,2.94,2.27,5.33,6.27,2.23,6.29,4.64,4.28,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14634,3.98,3.47,6.16,6.58,2.5,6.55,5.44,4.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14635,2.74,2.25,6.19,5.18,2.59,6.47,5.1,4.36,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14636,4.22,2.13,5.92,6.9,1.94,6.53,4.44,4.58,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14637,4.33,2.08,6.23,6.04,1.41,6.09,3.52,4.24,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14638,2.87,1.74,6.61,6.1,1.96,6.19,3.54,4.14,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14639,2.83,1.56,6.19,3.99,2.28,6.23,4.28,3.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14640,2.79,1.73,6.43,5.08,2.03,6.08,3.68,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14641,2.84,1.58,6.33,5.86,2.06,6.02,3.9,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14642,2.85,1.45,5.95,4.38,2.22,6.03,4.08,3.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14643,2.84,1.48,6.34,4.69,2.02,6.08,3.66,3.87,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14644,2.79,2.08,6.84,5.37,1.89,6.05,3.65,4.1,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14645,2.86,1.31,6.04,5.62,2.08,6.14,3.75,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14646,2.82,2.06,7.14,5.48,1.9,6.16,3.36,4.13,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14647,2.83,2.39,6.96,5.44,1.81,6.03,4.12,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14648,2.81,2.03,6.82,5.91,1.73,6.07,3.96,4.19,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14649,2.83,2.06,6.81,5.48,1.84,6.04,4.12,4.17,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14650,2.81,1.44,6.2,5.11,1.96,6.05,3.99,3.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14651,2.88,0.75,4.73,3.96,2.64,5.99,4.47,3.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14652,2.85,0.96,5.18,4.6,2.2,6.0,4.13,3.7,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14653,2.85,1.23,5.99,4.82,2.13,6.08,4.08,3.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14654,2.83,1.41,6.2,5.47,2.16,6.11,4.16,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14655,2.9,1.33,5.06,5.38,2.45,6.12,4.66,3.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14656,2.84,1.43,5.8,4.94,2.4,6.14,4.11,3.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14657,3.93,1.98,5.39,4.56,2.12,7.41,4.25,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14658,4.62,1.26,5.01,6.05,1.87,6.09,3.62,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14659,3.79,1.13,5.33,4.18,1.21,5.97,2.79,3.49,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14660,4.28,1.58,5.2,5.2,2.1,6.1,3.88,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14661,4.07,1.43,5.01,4.23,1.8,6.08,3.79,3.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14662,4.13,1.82,5.14,4.83,1.79,6.12,4.45,4.04,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14663,2.94,1.98,5.22,2.9,2.03,5.99,4.59,3.66,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14664,2.87,1.6,5.18,5.4,2.05,6.12,4.18,3.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14665,2.86,1.41,5.21,3.15,1.95,5.97,3.89,3.49,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14666,4.61,1.48,5.27,5.76,1.34,6.18,3.28,3.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14667,2.89,1.46,5.32,4.56,1.69,6.03,3.6,3.65,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14668,4.08,1.74,5.19,6.03,1.92,6.4,4.04,4.2,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14669,3.79,1.77,5.23,5.98,1.84,6.36,4.06,4.15,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14670,3.84,1.66,5.26,5.05,1.88,6.2,3.87,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14671,4.15,2.06,5.34,6.45,1.98,6.52,4.16,4.38,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_14672,4.23,2.14,5.27,5.34,1.63,6.33,4.27,4.17,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14673,3.85,1.97,5.23,4.47,1.65,6.05,4.2,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14674,2.83,2.74,5.16,4.25,1.79,6.09,5.13,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14675,4.11,2.01,5.97,6.53,1.98,6.4,4.48,4.5,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14676,3.79,1.65,5.84,5.0,1.93,6.49,4.12,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14677,4.24,2.07,5.66,4.57,1.97,6.37,4.7,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14678,3.85,1.94,5.53,3.65,1.92,6.2,4.79,3.98,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14679,4.14,2.08,5.63,4.86,1.98,6.4,4.78,4.27,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14680,4.2,1.61,5.85,4.63,1.65,6.23,3.81,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14681,4.32,1.57,5.58,5.75,1.3,6.29,4.08,4.13,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14682,4.72,1.54,5.32,4.27,1.5,6.13,3.83,3.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14683,2.83,2.43,6.73,6.15,2.25,6.15,3.48,4.29,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14684,4.8,1.3,6.06,4.26,2.29,6.16,3.7,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14685,2.83,1.55,6.36,4.27,3.35,6.23,4.72,4.19,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14686,2.76,1.22,5.85,3.58,2.49,6.25,3.97,3.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14687,2.82,1.72,6.48,5.45,2.1,6.09,3.85,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14688,2.84,1.58,6.18,3.7,2.04,6.08,3.78,3.74,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14689,2.75,1.8,6.41,5.65,1.85,6.04,3.68,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14690,2.83,1.64,6.36,4.03,2.1,6.01,4.01,3.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14691,2.8,1.65,6.3,3.8,1.98,6.05,3.79,3.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14692,2.81,1.71,6.4,3.84,1.95,6.0,3.88,3.8,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14693,2.79,1.86,6.65,5.37,1.57,6.09,2.96,3.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14694,2.77,1.91,6.83,4.46,1.88,6.08,3.47,3.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14695,2.81,1.34,6.05,5.73,1.97,6.13,3.67,3.96,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14696,2.93,1.12,5.7,5.36,2.05,6.14,3.71,3.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14697,2.87,1.25,6.47,5.53,1.92,6.08,3.48,3.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14698,2.83,1.54,6.6,5.21,1.83,6.03,3.59,3.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14699,2.84,1.78,6.75,5.26,2.18,6.05,3.67,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14700,2.85,1.98,6.8,4.95,1.53,6.04,3.52,3.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14701,2.83,1.94,6.64,5.42,1.94,6.06,3.94,4.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14702,2.83,1.82,6.79,4.25,1.97,6.03,4.0,3.96,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14703,2.84,1.78,6.66,5.19,1.62,6.06,3.77,3.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14704,2.79,1.74,6.69,5.19,1.87,6.04,3.92,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14705,2.81,1.76,6.64,5.22,1.77,6.04,4.0,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14706,2.79,1.72,6.46,5.06,2.06,6.06,4.14,4.04,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14707,2.78,1.55,6.2,4.74,2.05,6.03,4.15,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14708,2.83,1.45,6.18,4.75,2.18,6.03,4.13,3.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14709,2.87,1.09,5.09,4.46,2.28,6.03,4.2,3.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14710,2.83,1.12,5.19,4.5,2.27,6.03,4.18,3.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14711,2.87,1.15,5.04,4.53,2.27,6.01,4.25,3.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14712,2.88,1.18,5.41,3.74,2.22,6.0,4.12,3.65,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14713,2.83,1.42,5.7,4.73,2.15,6.07,4.23,3.88,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14714,2.82,1.41,5.75,4.85,2.03,6.03,4.15,3.86,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14715,2.8,1.74,6.77,5.53,1.72,6.11,3.92,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14716,2.84,1.5,6.26,5.75,1.84,6.16,3.62,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14717,2.78,1.84,6.89,6.16,1.5,6.18,3.36,4.1,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14718,2.97,1.08,5.5,4.94,2.23,6.15,3.95,3.83,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14719,2.83,2.01,6.88,5.7,2.0,6.06,4.11,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14720,2.8,1.48,6.22,5.26,1.54,6.08,4.02,3.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14721,4.32,2.29,7.09,6.09,1.66,6.2,3.54,4.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14722,2.85,1.51,6.15,4.88,1.53,6.06,4.0,3.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14723,2.88,1.68,5.35,4.68,2.23,7.36,4.17,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14724,3.97,1.99,5.52,4.05,1.96,7.68,4.23,4.2,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14725,3.96,1.67,5.38,4.49,1.87,7.35,3.94,4.09,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14726,3.99,1.85,5.38,3.12,1.96,7.39,4.11,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14727,3.86,2.06,5.38,4.37,2.12,7.43,4.48,4.24,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14728,3.98,1.9,5.28,2.88,1.94,5.97,4.12,3.72,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14729,4.08,2.22,5.27,4.45,2.11,6.05,4.54,4.1,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14730,4.12,1.57,5.11,4.22,1.92,6.06,3.94,3.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14731,4.6,1.96,5.31,3.21,1.73,6.02,4.06,3.84,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14732,3.88,1.75,5.39,3.36,1.68,6.04,3.98,3.73,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14733,4.04,1.78,5.28,4.05,2.13,6.01,4.21,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14734,3.83,1.52,5.18,2.99,1.94,6.0,4.0,3.64,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14735,2.92,1.62,5.37,3.5,2.01,5.99,3.93,3.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14736,4.01,1.84,5.38,6.21,1.83,6.22,4.05,4.22,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14737,4.09,1.46,5.44,4.78,1.8,6.04,3.65,3.89,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14738,4.01,1.59,5.3,5.67,1.9,6.19,3.8,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14739,3.9,1.1,5.4,4.84,1.73,6.06,3.38,3.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14740,4.88,1.85,5.36,5.12,1.99,6.3,4.06,4.22,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_14741,4.67,1.88,5.25,4.67,1.96,6.01,4.22,4.09,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14742,4.3,1.76,5.26,4.27,1.79,6.05,4.09,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_14743,4.43,1.74,5.44,5.85,1.44,6.06,3.81,4.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14744,2.91,2.66,5.15,3.49,1.93,6.07,5.26,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14745,4.12,2.49,5.21,4.28,1.94,6.12,4.84,4.14,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14746,4.02,2.76,5.13,3.91,2.02,6.17,5.38,4.2,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14747,4.29,1.99,5.57,3.49,1.86,6.17,4.36,3.96,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14748,4.49,1.42,5.84,5.05,1.72,6.2,3.78,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14749,3.86,1.77,5.85,4.08,1.75,6.39,4.24,3.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14750,4.25,1.65,5.95,5.79,1.71,6.19,3.73,4.18,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14751,4.09,2.12,5.76,5.18,1.77,6.35,4.66,4.28,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14752,4.5,1.79,5.62,3.27,1.32,6.18,4.17,3.84,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14753,3.95,2.02,5.65,3.28,1.76,6.16,4.74,3.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14754,3.78,1.91,5.53,3.69,1.72,6.34,4.36,3.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14755,4.76,1.98,5.92,4.48,1.89,6.1,4.0,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14756,4.6,1.84,5.76,4.65,1.54,6.11,3.93,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,97.3
ls_14757,4.69,3.88,7.8,4.93,1.69,6.09,3.35,4.63,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14758,4.8,2.04,6.35,6.04,2.37,6.24,4.1,4.56,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14759,4.19,2.57,6.14,4.09,2.22,6.2,4.92,4.33,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14760,3.77,1.55,6.31,4.56,2.33,6.22,3.89,4.09,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14761,3.89,1.3,6.1,4.13,2.4,6.23,3.94,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14762,2.82,1.46,6.6,5.26,2.22,6.22,3.53,4.02,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14763,2.8,1.37,6.24,4.88,2.16,6.09,3.76,3.9,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
